ssi_id,trade_id,instruction_type,settlement_method,custodian,custodian_account,agent_bank,payment_currency,instruction_status,affirmation_timestamp,matching_timestamp,created_at
db29f0f3-71e1-4ebf-9dae-2411bb0121bf,0041b00b-9da7-4abc-bde7-b3f69fd20cb7,FOP,JSCC,Clearstream Banking,CUST576851,Sumitomo Mitsui Trust Bank,JPY,matched,2024-10-11T03:57:33,2024-10-11T05:05:33,2024-10-10T10:23:33
1dd4ebb6-dddb-4b15-8dcb-fc79af1033a4,317bba52-f8c5-499d-86d2-73d83c933555,DVP,DTC,Northern Trust,CUST153470,Clearstream Banking,USD,matched,2024-04-04T23:44:54,2024-04-05T00:23:54,2024-04-04T10:00:54
80acdb9d-70e5-4eb6-899e-1d684775ed8a,87de84f2-6ac0-4d72-98f7-e885dc6cacc2,DVP,DTC,Citi Global Custody,CUST505678,Euroclear Bank,USD,matched,2024-10-10T19:40:18,2024-10-10T20:40:18,2024-10-09T10:43:18
b8a10fe5-2591-400b-999f-925dc04b74e3,23bead4c-f78d-44c1-8756-4eaf554dfbf7,RVP,DTC,BNY Mellon,CUST988327,State Street Bank,USD,matched,2024-01-17T14:19:31,2024-01-17T14:29:31,2024-01-17T10:15:31
f7344f8f-5067-424b-a5ed-3aec7bba3810,6c91d7f0-4de3-4c3f-866f-5532ac089a16,DVP,JSCC,Sumitomo Mitsui Trust Bank,CUST200548,Clearstream Banking,JPY,matched,2024-01-26T20:25:38,2024-01-26T22:10:38,2024-01-26T11:21:38
d0536fae-43f3-464c-9340-416cc149c6c2,ff62371f-26b0-420d-93c3-2c7e20865c7f,RVP,DTC,Northern Trust,CUST454005,Mizuho Trust & Banking,USD,affirmed,2024-07-31T23:29:50,,2024-07-31T15:47:50
c8cffd56-9d86-4638-9b8c-5b6cf5d99e17,37dadb74-a341-40d0-a319-b65032a57003,RVP,DTC,Northern Trust,CUST748347,Mizuho Trust & Banking,USD,matched,2024-02-22T06:28:34,2024-02-22T07:01:34,2024-02-21T14:33:34
499f04be-fa50-4fb6-a736-f905a8e6d858,89e46f7d-aad5-4bd3-b1e1-29f0ef389a19,RVP,JSCC,Sumitomo Mitsui Trust Bank,CUST347843,JP Morgan Chase Bank,JPY,matched,2024-11-23T14:00:43,2024-11-23T15:52:43,2024-11-22T13:23:43
bd692a08-90b6-470b-9704-d752c737336a,4b91b916-2e5d-4cfa-ae19-e4c8eede8505,DVP,DTC,JP Morgan Chase Bank,CUST965200,Clearstream Banking,USD,matched,2024-08-09T03:59:20,2024-08-09T05:47:20,2024-08-08T15:53:20
a7546131-dfa6-4ca3-b7a4-520614fc7a67,77438f1f-d9eb-4f83-a7af-eeda78766890,DVP,JSCC,Euroclear Bank,CUST876424,Mizuho Trust & Banking,JPY,matched,2024-07-22T16:29:02,2024-07-22T17:47:02,2024-07-22T09:55:02
ea577683-2d90-49f9-a54b-efc3875ed1d8,f8abbc9b-6057-4491-9443-672815248267,DVP,DTC,Northern Trust,CUST986447,Clearstream Banking,USD,affirmed,2024-06-11T03:07:52,,2024-06-10T09:57:52
8597f617-8e63-4e62-ba55-3c3995e446fc,bfc5ef3b-7272-4f9e-939c-55907568b269,RVP,JSCC,Mizuho Trust & Banking,CUST393046,State Street Bank,JPY,matched,2024-03-11T23:43:56,2024-03-12T00:16:56,2024-03-11T11:24:56
4653d70b-972f-49dd-98c2-b9c8e5d53835,c3ac16c5-bb12-437c-b399-05d301204a3d,RVP,DTC,JP Morgan Chase Bank,CUST505487,SIX SIS,USD,matched,2024-02-11T07:46:50,2024-02-11T09:39:50,2024-02-09T14:27:50
196b28b8-d84f-4001-be31-98a871f5e630,771f2f62-e553-4582-a008-d93a9ec25982,DVP,Euroclear,Sumitomo Mitsui Trust Bank,CUST875070,Clearstream Banking,EUR,matched,2024-01-30T20:04:56,2024-01-30T20:28:56,2024-01-29T13:50:56
66e7c976-d36b-402c-aea5-141a9e886b82,378851b9-0ec7-479b-b7d4-c7d10456260d,RVP,DTC,Citi Global Custody,CUST902219,Northern Trust,USD,pending,,,2024-06-05T13:09:20
19640db4-266d-4b7e-bccc-a533a1fb3565,f0a85db4-3fbf-4511-85cb-0286926e90a2,RVP,DTC,Citi Global Custody,CUST437725,BNY Mellon,USD,matched,2024-08-18T03:54:36,2024-08-18T04:42:36,2024-08-16T15:54:36
8b3b3f51-2b78-4bbd-8bb6-f025157b122a,40b28c33-98d5-47cd-b105-63dbf11bd76b,RVP,DTC,Citi Global Custody,CUST491078,JP Morgan Chase Bank,USD,matched,2024-01-28T07:19:16,2024-01-28T07:50:16,2024-01-26T13:48:16
edf361c4-72ee-498a-b754-444d8bbf85ac,cbd9b320-957d-44c9-9cf5-02952dd89c0c,RVP,DTC,Citi Global Custody,CUST328514,Euroclear Bank,USD,matched,2024-11-30T17:16:35,2024-11-30T17:47:35,2024-11-29T13:24:35
368adc9e-1a82-4c8d-8dd1-9b206a4683c1,4d5da058-fbc0-4940-adeb-87ea5572e4aa,DVP,DTC,State Street Bank,CUST729602,SIX SIS,USD,matched,2024-10-22T01:22:42,2024-10-22T02:15:42,2024-10-21T09:08:42
4b1380cd-6214-459f-a6fc-e0314fda5750,2ab67538-e63b-438b-8e50-659c02ada120,RVP,JSCC,Mizuho Trust & Banking,CUST847707,BNY Mellon,JPY,matched,2024-07-10T15:42:46,2024-07-10T16:44:46,2024-07-10T11:01:46
16796864-2f9a-40ee-90e7-9b8cd1d54d80,da478359-d2ef-4da9-a0a9-e421b5da428b,RVP,Clearstream,Mizuho Trust & Banking,CUST859356,SIX SIS,CHF,matched,2024-06-25T19:19:28,2024-06-25T20:19:28,2024-06-24T09:49:28
f7eb480c-9842-4aa3-9a2d-8c0d717d6a9b,ae83b1f8-e613-4009-9067-7678476cc3e0,RVP,DTC,Citi Global Custody,CUST484402,Northern Trust,USD,matched,2024-09-05T05:52:09,2024-09-05T06:31:09,2024-09-04T14:02:09
83c97886-1391-406c-8a41-0b3be8ae4629,a1391ba3-8d07-4871-bd84-8b0a4bdbb38f,RVP,DTC,State Street Bank,CUST728207,Sumitomo Mitsui Trust Bank,USD,matched,2024-11-14T07:34:29,2024-11-14T08:45:29,2024-11-12T11:29:29
99694e6a-9d26-44ae-b55f-3e2909092036,2b13ca1c-1ee7-4cc3-9a63-7a6735cc8324,DVP,DTC,BNY Mellon,CUST897662,Citi Global Custody,USD,matched,2024-07-17T11:47:32,2024-07-17T11:58:32,2024-07-16T10:27:32
050f66b0-85e1-4ad5-b20c-5db2ae47957d,466b7879-73c6-496f-9936-b4a3d4ef3f6f,RVP,DTC,State Street Bank,CUST679678,BNY Mellon,USD,affirmed,2025-01-01T09:00:15,,2024-12-30T09:11:15
98908049-9136-471f-af0e-adc39dc1dc4d,4c93ca4d-80b4-4dc9-a1eb-225021d00104,RVP,DTC,JP Morgan Chase Bank,CUST557067,Northern Trust,USD,matched,2024-06-04T07:02:17,2024-06-04T07:25:17,2024-06-03T11:00:17
83d7e802-3a0a-4b98-b3b1-a45322469bcd,4881fc04-e06b-43f9-8d03-d48acaa0fba4,RVP,DTC,State Street Bank,CUST170022,Citi Global Custody,USD,matched,2024-03-18T23:49:25,2024-03-19T01:00:25,2024-03-18T12:25:25
97edc326-c053-4b59-b7aa-5fea132049cf,f496a649-774a-44f2-a8ba-6a00631d8c82,RVP,Euroclear,Mizuho Trust & Banking,CUST674555,SIX SIS,GBP,matched,2024-11-06T01:58:34,2024-11-06T02:39:34,2024-11-05T13:42:34
d24c14de-7a6a-44ad-a21d-514960459388,3e8c1a65-ba70-4b09-b804-119d986ef100,RVP,DTC,State Street Bank,CUST304876,Mizuho Trust & Banking,USD,pending,,,2024-08-08T15:32:41
64ef9693-e116-4136-938f-9286b011b384,63287cb4-aa67-4444-9d28-08076287f48b,RVP,DTC,Northern Trust,CUST921185,JP Morgan Chase Bank,USD,matched,2024-01-17T10:12:56,2024-01-17T12:01:56,2024-01-16T15:38:56
a4a433c2-e793-4c58-b9fe-06fa5c46c72b,4b3541a1-d4db-4e6b-8fdf-103150fb7796,RVP,DTC,BNY Mellon,CUST287615,JP Morgan Chase Bank,USD,matched,2024-11-12T13:19:36,2024-11-12T14:56:36,2024-11-11T11:56:36
0b88bec9-8d9c-4106-93fc-c99af694aa38,930b6273-ff4e-4a52-a555-f05a6416997b,DVP,DTC,State Street Bank,CUST280139,Northern Trust,USD,matched,2024-11-06T11:28:41,2024-11-06T13:22:41,2024-11-05T13:02:41
1b62531f-62d1-4c31-919c-996a8b586950,421c332d-da2b-466a-b030-8f741ca4a671,RVP,JSCC,Mizuho Trust & Banking,CUST241504,JP Morgan Chase Bank,JPY,matched,2024-07-30T15:09:42,2024-07-30T16:04:42,2024-07-30T10:49:42
e81849f2-6817-4e9a-8d66-7e4abce7920e,b80b466b-4271-4d72-9c2f-37d6cfe860db,DVP,DTC,State Street Bank,CUST485027,Mizuho Trust & Banking,USD,matched,2024-05-08T06:29:49,2024-05-08T08:20:49,2024-05-06T12:51:49
c27e057c-4aa0-4e40-9490-ed7929045f6b,5f70f9c5-b376-49ea-9f7c-fc016a5e3f71,RVP,Euroclear,Sumitomo Mitsui Trust Bank,CUST360272,JP Morgan Chase Bank,GBP,matched,2024-01-22T19:33:34,2024-01-22T21:09:34,2024-01-22T11:54:34
c16b095e-3208-4c4a-a104-55d37f594397,f8f4f6d6-f9d7-4387-8112-9a91eaffc915,RVP,JSCC,Clearstream Banking,CUST495758,JP Morgan Chase Bank,JPY,pending,,,2024-06-04T11:30:10
4d7159ed-3b77-408a-8e5d-1fd0122b3e77,14513c22-282a-4bdd-aad6-1e1988345411,RVP,DTC,Northern Trust,CUST514205,Sumitomo Mitsui Trust Bank,USD,matched,2024-09-15T07:56:49,2024-09-15T09:37:49,2024-09-13T09:29:49
96d97057-39d1-4cad-9a2f-deb549ea8e8a,b8220b79-3244-4905-b59e-ba9feef65a04,DVP,DTC,Northern Trust,CUST471128,Mizuho Trust & Banking,USD,matched,2025-01-01T07:37:29,2025-01-01T08:48:29,2024-12-30T11:15:29
016dff36-28a8-4f46-a8e2-7167052593d8,4dc85f0a-6f7f-4b2b-bb4d-99cf42201ef0,RVP,Clearstream,SIX SIS,CUST627593,SIX SIS,EUR,matched,2024-07-05T13:52:45,2024-07-05T14:18:45,2024-07-04T09:38:45
abca4d03-0233-49ca-b127-21832ee212c4,3e4c93bf-2ee6-4d32-af2f-08c247104fa1,DVP,JSCC,Clearstream Banking,CUST982844,Northern Trust,JPY,affirmed,2024-10-17T16:30:09,,2024-10-16T14:59:09
acb9c3b9-4f7b-4605-9358-822ad657a175,3f299d70-2a36-4ff6-84de-dac2f1ef7752,DVP,DTC,Citi Global Custody,CUST125035,Euroclear Bank,USD,matched,2024-08-17T08:36:11,2024-08-17T09:28:11,2024-08-16T11:56:11
f7fdfc25-dd08-40b7-83b8-fc428771a485,c29f18ba-e874-4c08-8e7c-541c15446aaf,RVP,DTC,State Street Bank,CUST556694,JP Morgan Chase Bank,USD,pending,,,2024-01-03T14:11:31
883438b4-3989-4b98-9384-f7eb863f6cd5,c812eba0-7c29-4ed7-a77c-27df88416be1,DVP,Euroclear,SIX SIS,CUST338101,SIX SIS,CHF,matched,2024-10-07T22:51:40,2024-10-07T22:58:40,2024-10-07T12:48:40
1ceb9c96-bccd-40d2-8ce8-1239689b89b2,a0e91874-b428-4cae-8623-13356ce5536d,RVP,DTC,Citi Global Custody,CUST314635,SIX SIS,USD,matched,2024-01-18T16:27:53,2024-01-18T18:24:53,2024-01-17T14:41:53
96568b5b-07f2-4ac5-8b9e-326853f803a7,96132a8c-b6ab-47bf-8c06-27c28f91a783,DVP,DTC,JP Morgan Chase Bank,CUST771112,State Street Bank,USD,affirmed,2024-12-05T01:10:38,,2024-12-04T14:54:38
b2388645-3e63-46c1-a622-a450852a3987,a7add2a7-b39f-43d2-970d-4ea7f0b7915e,RVP,DTC,JP Morgan Chase Bank,CUST785173,Clearstream Banking,USD,matched,2024-08-07T18:28:04,2024-08-07T20:26:04,2024-08-06T15:38:04
517326bb-a609-495e-b7d3-b1d9f3e852eb,758446d1-6f84-47ef-a3c8-c9575dd74b8b,DVP,DTC,JP Morgan Chase Bank,CUST142492,SIX SIS,USD,matched,2024-04-19T03:12:06,2024-04-19T04:18:06,2024-04-17T13:06:06
ded31e97-7a72-4fe1-b2ea-b4f8aced9b89,fee892ee-1e0d-42d1-ad17-5a03bb860dfb,DVP,JSCC,Clearstream Banking,CUST111593,State Street Bank,JPY,matched,2024-09-28T00:44:22,2024-09-28T01:10:22,2024-09-26T13:44:22
d6130323-790c-43e8-83ff-2ec92a350384,b98f2797-f709-4b53-935d-742a6a85c126,DVP,JSCC,Mizuho Trust & Banking,CUST329317,Sumitomo Mitsui Trust Bank,JPY,matched,2024-05-28T12:11:07,2024-05-28T13:21:07,2024-05-28T10:12:07
2c9606d2-84ae-42ea-a1e2-fbb66087774c,4ddcbd6f-bd68-4357-8356-f5f95c9831e7,DVP,DTC,Citi Global Custody,CUST463778,Mizuho Trust & Banking,USD,matched,2024-11-24T04:20:40,2024-11-24T05:23:40,2024-11-22T10:11:40
655cd40a-da2d-4d73-8888-9bda2d7a2028,61cd39cf-89ce-401b-8ebf-7199edad13de,DVP,DTC,BNY Mellon,CUST559693,SIX SIS,USD,matched,2024-01-06T02:11:21,2024-01-06T02:31:21,2024-01-04T09:57:21
9122468a-d483-444a-bc03-09912c4dfb99,6b426eac-417c-4a59-b3e6-09ffca2b4572,RVP,JSCC,SIX SIS,CUST917163,Sumitomo Mitsui Trust Bank,JPY,pending,,,2024-09-02T13:15:02
df34ce82-1a40-4990-858a-ffdb8dd23ecd,e49767d3-218a-4eaf-bbaf-59af9fedf0f5,DVP,DTC,Northern Trust,CUST964774,Clearstream Banking,USD,affirmed,2024-01-30T02:31:19,,2024-01-29T15:44:19
933305aa-1267-41a7-8871-89fe0a483856,372150df-3660-4ec3-9f07-740b61da81fe,RVP,JSCC,Sumitomo Mitsui Trust Bank,CUST250944,JP Morgan Chase Bank,JPY,matched,2024-05-25T05:12:24,2024-05-25T05:51:24,2024-05-23T09:46:24
3950eb03-118e-4abf-afe4-4c35100a3637,4ed9616c-7000-4575-a7ce-843e4ee1f098,RVP,JSCC,Euroclear Bank,CUST330935,BNY Mellon,JPY,matched,2024-06-07T10:13:20,2024-06-07T11:08:20,2024-06-06T14:56:20
7b189a32-b132-4038-b2c9-ccfe4194e928,78dbcc18-1794-4799-a756-76821c2cb03b,RVP,DTC,JP Morgan Chase Bank,CUST696948,Citi Global Custody,USD,matched,2024-09-26T00:57:07,2024-09-26T01:55:07,2024-09-25T11:25:07
eb08319e-518e-4b80-9bcc-6273b41249ca,10b780cf-5de3-4f1c-b012-11d21e40c5e9,DVP,Euroclear,SIX SIS,CUST320846,BNY Mellon,EUR,matched,2024-09-15T01:29:21,2024-09-15T02:06:21,2024-09-13T10:15:21
1bdf36e1-1ab1-43d9-b460-aef29eb72467,5ecf9941-c01d-4b95-acf6-c7b4cb9056e1,RVP,DTC,BNY Mellon,CUST169299,Citi Global Custody,USD,matched,2024-12-13T19:39:46,2024-12-13T21:24:46,2024-12-12T10:28:46
20ad3ba1-1794-4ce7-8ec3-9694a020f6ff,6dacaa94-47a4-48e1-82ec-9587ea5b9e41,RVP,Euroclear,Sumitomo Mitsui Trust Bank,CUST581932,Euroclear Bank,CHF,affirmed,2024-11-02T07:32:29,,2024-10-31T09:41:29
331b8f8b-3afb-4315-b512-8a330f653314,2bfcf468-8650-4226-baf4-86fa654729c0,RVP,JSCC,Sumitomo Mitsui Trust Bank,CUST705073,Sumitomo Mitsui Trust Bank,JPY,matched,2024-04-18T19:42:12,2024-04-18T20:20:12,2024-04-17T11:30:12
8d2bee2d-2513-4969-93f1-a83f3eb9c341,9cc75d88-8cc8-4485-bb8d-9236d25e56f4,RVP,DTC,JP Morgan Chase Bank,CUST263156,Mizuho Trust & Banking,USD,matched,2024-01-09T12:22:32,2024-01-09T13:34:32,2024-01-08T13:52:32
1bac047f-9675-47ee-9545-b61cb63b7b23,255a0b87-6153-4ce0-aae1-5aaf203be59c,DVP,DTC,Northern Trust,CUST954517,BNY Mellon,USD,matched,2024-03-29T02:33:39,2024-03-29T03:06:39,2024-03-28T09:33:39
ec60ec29-b66e-414c-9c10-76a00d4d9a0e,0cb172d4-923d-45a1-b357-de3bf7871d8e,RVP,DTC,JP Morgan Chase Bank,CUST623107,Clearstream Banking,USD,matched,2024-07-16T20:19:27,2024-07-16T21:02:27,2024-07-15T09:07:27
db1a2ee3-6b3d-47bb-a329-4136fcc230c6,03103410-994b-49bc-8da5-9ed1a8da165c,DVP,JSCC,Sumitomo Mitsui Trust Bank,CUST964098,JP Morgan Chase Bank,JPY,matched,2024-12-10T07:10:59,2024-12-10T07:28:59,2024-12-09T13:23:59
23ce46a6-96f1-4f6f-a7d6-0f91d660d2fb,087f51d9-861b-4a1f-b925-4b2b29dfca96,DVP,JSCC,Clearstream Banking,CUST260702,State Street Bank,JPY,matched,2024-08-27T05:42:14,2024-08-27T06:46:14,2024-08-26T12:37:14
848ebfe9-f6a3-4376-8fd4-317bd92a576e,3efdd4db-d438-487b-a7cd-6480964aac67,RVP,DTC,JP Morgan Chase Bank,CUST694094,Euroclear Bank,USD,matched,2024-08-21T15:48:04,2024-08-21T16:46:04,2024-08-20T12:11:04
fdca0502-3709-491e-a321-9c36a3370b90,69bf9d18-49dc-417c-8884-2e372eaf0e56,DVP,JSCC,Clearstream Banking,CUST912610,Euroclear Bank,JPY,matched,2024-09-19T07:10:52,2024-09-19T07:23:52,2024-09-17T09:55:52
5ac400fe-23ee-47ea-85cb-e01862e3f55e,c5748362-3101-42d4-baa5-317c7fd13640,DVP,DTC,Citi Global Custody,CUST534344,SIX SIS,USD,matched,2024-05-03T19:15:35,2024-05-03T19:39:35,2024-05-02T13:16:35
93b5c279-2c27-46fc-b061-47bb5c51727c,d4cedcd1-948a-4201-af00-5738a4f62aef,RVP,DTC,Northern Trust,CUST610153,SIX SIS,USD,matched,2024-10-18T12:52:34,2024-10-18T13:27:34,2024-10-17T15:51:34
f091601a-5320-43f6-af2e-ba2111299c72,fc531c50-b3ea-44cb-adf8-7484a07cb0af,DVP,Euroclear,Sumitomo Mitsui Trust Bank,CUST355051,Mizuho Trust & Banking,CHF,matched,2024-10-12T02:25:28,2024-10-12T03:06:28,2024-10-11T10:18:28
e52b7cde-c332-46a2-8e4b-f1dd94a4023a,db2fe225-3d6e-4fd8-a8f1-e3712cfeca0d,DVP,DTC,State Street Bank,CUST994643,State Street Bank,USD,matched,2024-02-18T03:52:08,2024-02-18T04:45:08,2024-02-16T10:56:08
ede3b852-b3c1-4bf2-b6f7-07e3b2946e75,64733f28-b13e-4493-9347-75914cf936da,RVP,DTC,BNY Mellon,CUST196799,JP Morgan Chase Bank,USD,matched,2024-10-23T17:57:13,2024-10-23T19:05:13,2024-10-22T12:14:13
1f17a274-7a56-44ab-943c-22f96068b018,58c3c651-6c11-4c49-a516-c166f7c70fe3,FOP,DTC,State Street Bank,CUST405579,Euroclear Bank,USD,pending,,,2024-02-15T13:22:39
8b856397-09d5-44aa-a7d4-696753be00c3,67a6d9bb-c1cf-4e3c-b15b-5e7b07cac1fc,RVP,DTC,JP Morgan Chase Bank,CUST273247,Northern Trust,USD,matched,2024-12-26T20:20:22,2024-12-26T20:30:22,2024-12-26T14:03:22
37cb616f-94bb-46d1-aeca-5fa2c75d92ce,e531d6df-823f-48fa-93ad-9cb72c9f83de,DVP,DTC,Northern Trust,CUST744206,BNY Mellon,USD,affirmed,2024-04-18T17:22:30,,2024-04-18T14:38:30
edee0aa7-deab-42a5-aeed-14028e425e76,a1794932-9bd6-45ef-9351-01523c44d606,DVP,DTC,State Street Bank,CUST380316,Mizuho Trust & Banking,USD,matched,2024-03-06T19:58:04,2024-03-06T20:16:04,2024-03-05T10:10:04
ff304796-0f2d-4360-9dd3-7eacef67ebee,e808c570-1e5a-48c4-be0d-678a0fc88d4f,DVP,Euroclear,Mizuho Trust & Banking,CUST735612,Northern Trust,GBP,matched,2024-07-31T20:53:50,2024-07-31T21:57:50,2024-07-31T16:03:50
1fe22c93-2dd2-4113-9e55-cf4f24c860f8,3ce8810d-d7ec-4d05-8a51-34a5c95d31f9,DVP,JSCC,Mizuho Trust & Banking,CUST334662,Northern Trust,JPY,affirmed,2024-04-27T04:21:38,,2024-04-25T10:29:38
52d4f61f-70ac-4c3d-8986-9acc35fe7ee6,7b89e521-3ed3-48ce-903a-be13aa5c69e4,DVP,Clearstream,Clearstream Banking,CUST633595,Northern Trust,GBP,matched,2024-01-19T15:59:30,2024-01-19T16:49:30,2024-01-18T08:46:30
5e0a21d8-fe6a-404a-ba10-83d1ef3b8a81,25434a74-8f35-40da-8da1-894efad41206,RVP,JSCC,Sumitomo Mitsui Trust Bank,CUST988272,Northern Trust,JPY,matched,2024-05-24T05:06:05,2024-05-24T06:52:05,2024-05-23T12:55:05
0b47f1c1-b621-4dfe-bd85-f198221c530d,6bf1fcea-4fc4-4418-880d-19e88d0a62d4,RVP,DTC,State Street Bank,CUST183312,BNY Mellon,USD,matched,2024-06-25T00:54:00,2024-06-25T01:03:00,2024-06-24T14:08:00
91d5d486-ff47-4d4e-bd7b-a0f036414550,ef137273-b37d-4b80-acd8-059b06c943dc,DVP,JSCC,Clearstream Banking,CUST232235,JP Morgan Chase Bank,JPY,affirmed,2024-05-29T17:10:44,,2024-05-28T10:26:44
b4bad9fa-2259-4d3f-a6d8-f974ec6226e0,7efe6bc3-5aa8-4351-8348-4668a69bf032,RVP,Clearstream,SIX SIS,CUST529790,State Street Bank,GBP,matched,2024-12-03T22:13:47,2024-12-03T23:13:47,2024-12-02T13:21:47
dea14c00-8fa1-4465-ae4d-d1a48d465632,c55c530e-07d1-498c-83dd-167994f918b7,RVP,JSCC,Clearstream Banking,CUST716217,Northern Trust,JPY,matched,2024-11-13T01:28:54,2024-11-13T03:06:54,2024-11-11T11:47:54
53ad00c7-c632-4626-9609-2140a509c5a0,99e04b8f-da7a-4ec7-9292-5c1555068f0b,RVP,JSCC,Sumitomo Mitsui Trust Bank,CUST509777,Citi Global Custody,JPY,matched,2024-05-14T15:36:31,2024-05-14T16:01:31,2024-05-13T14:27:31
c65dd806-1d8a-4bb2-9d1a-35977c0643c1,cb3e20a8-e390-41c4-b327-ed952d77b56e,RVP,DTC,BNY Mellon,CUST295624,SIX SIS,USD,matched,2024-09-11T09:08:49,2024-09-11T10:02:49,2024-09-10T15:41:49
64f3cfbc-4878-43ac-b1d2-592148e421ae,ae28b133-3f90-48bb-8802-aa14d7944cc8,RVP,DTC,Citi Global Custody,CUST239359,Euroclear Bank,USD,matched,2024-05-16T14:27:07,2024-05-16T15:29:07,2024-05-15T16:16:07
f60fd797-9c1a-442c-ba9f-94d05987540b,4ff89c53-3253-4546-85b9-dead516f52cd,DVP,DTC,Northern Trust,CUST694090,JP Morgan Chase Bank,USD,matched,2024-04-30T10:42:45,2024-04-30T12:23:45,2024-04-29T12:44:45
792e9bee-0cab-4230-a24d-ce615b72edc0,397e3ac9-3e71-4bb5-931d-d85f68d44518,RVP,DTC,Northern Trust,CUST197744,SIX SIS,USD,matched,2024-12-14T05:09:43,2024-12-14T06:07:43,2024-12-13T12:02:43
62afdb33-d7ad-40fb-bc69-ed6e0a7dd051,8e985583-6059-43c4-9101-7a48beace617,DVP,JSCC,Sumitomo Mitsui Trust Bank,CUST351682,Sumitomo Mitsui Trust Bank,JPY,affirmed,2024-06-20T21:21:51,,2024-06-20T11:37:51
a35ca995-28cd-4995-b1fd-67fb2010a337,84ede0fa-70c9-4de1-b9f9-78759552a6d1,RVP,JSCC,Clearstream Banking,CUST289281,Clearstream Banking,JPY,matched,2024-06-22T05:02:11,2024-06-22T06:39:11,2024-06-21T14:46:11
3ca0d340-8920-4de2-8636-f01bd6dc1b2b,b4ab3605-a0a4-4ec1-bea7-634ef45f33c0,RVP,Clearstream,Sumitomo Mitsui Trust Bank,CUST453558,BNY Mellon,EUR,matched,2024-08-18T07:42:46,2024-08-18T08:34:46,2024-08-16T13:18:46
e576710b-e011-4a3d-8e5e-ea27d07bc84b,fc062e04-7ff2-4f33-9d62-3fe6cc0b1925,RVP,DTC,Northern Trust,CUST321314,JP Morgan Chase Bank,USD,matched,2024-11-23T20:27:07,2024-11-23T20:57:07,2024-11-22T09:56:07
635eebd5-efe6-410e-9911-8272e12a2c4a,367abe07-0b76-405e-af32-5f0512e61b38,RVP,DTC,Northern Trust,CUST654418,Mizuho Trust & Banking,USD,matched,2024-12-05T12:50:29,2024-12-05T14:48:29,2024-12-04T10:00:29
364ab3ac-d50d-49d6-add9-630d30916738,fd488073-48b2-443c-8f3f-1cb5e789d7e8,RVP,DTC,State Street Bank,CUST854038,Mizuho Trust & Banking,USD,matched,2024-04-01T17:42:06,2024-04-01T18:45:06,2024-04-01T14:49:06
782f2695-3661-4271-bafb-98e6b155dded,48974868-ffce-4e91-abef-897d8345ead7,DVP,DTC,Citi Global Custody,CUST578608,BNY Mellon,USD,rejected,,,2024-02-06T13:56:16
003a6f96-2cbb-460f-b49c-bde289236d36,86538d11-4993-4329-907e-db5624fd73ee,RVP,JSCC,Sumitomo Mitsui Trust Bank,CUST969849,Clearstream Banking,JPY,matched,2024-06-17T17:23:00,2024-06-17T18:28:00,2024-06-17T13:06:00
f54f2ac8-26b6-4449-93c8-d5cc9e85a90c,65963237-c1a4-4d29-a94c-a0899f004209,RVP,JSCC,Clearstream Banking,CUST430489,Mizuho Trust & Banking,JPY,matched,2024-12-20T03:39:36,2024-12-20T04:13:36,2024-12-18T12:15:36
11ab5724-7e10-451c-b01a-261a6b77976a,f0e72018-d8e4-4293-8f51-164b8a9b7152,DVP,DTC,JP Morgan Chase Bank,CUST340619,Mizuho Trust & Banking,USD,matched,2024-02-16T14:42:54,2024-02-16T16:31:54,2024-02-16T11:43:54
0a331429-a44e-46cc-a715-38f4571b6409,3f5223f1-6256-4908-9787-afbc57ec23c6,RVP,DTC,BNY Mellon,CUST961412,SIX SIS,USD,matched,2024-12-04T13:35:44,2024-12-04T14:08:44,2024-12-04T10:27:44
35ff276f-ccc0-4f7a-9431-29d1954a5fa4,6ccd7b5d-daf1-4340-9053-6b361986fb3d,DVP,Clearstream,Euroclear Bank,CUST953986,Sumitomo Mitsui Trust Bank,EUR,matched,2024-03-13T03:22:01,2024-03-13T04:35:01,2024-03-12T08:26:01
3f0b365d-5a8c-4247-ad4d-510327b5f579,4228f0d0-91e8-48d7-9cc2-644e1bbb7ad0,FOP,DTC,JP Morgan Chase Bank,CUST620760,Mizuho Trust & Banking,USD,matched,2024-10-02T13:37:28,2024-10-02T13:48:28,2024-09-30T15:58:28
25ffe312-4a8f-463c-9dd6-6845d8eda0b3,444ff0f1-d631-44b7-b749-3bf18c554c60,DVP,DTC,Northern Trust,CUST346240,Clearstream Banking,USD,matched,2024-04-19T00:05:42,2024-04-19T01:59:42,2024-04-18T15:59:42
93b7afab-b81a-4690-aa00-b40042f8521c,ac85ba7f-9478-45d3-864e-5e8b08cf3c9a,RVP,DTC,State Street Bank,CUST818362,Clearstream Banking,USD,matched,2024-01-11T03:08:58,2024-01-11T03:14:58,2024-01-10T13:01:58
0534b326-c560-4c8e-a193-252b08b5b7e8,03cbe28a-667f-4f3b-97d2-297fd9db8d81,RVP,Euroclear,Sumitomo Mitsui Trust Bank,CUST236186,Northern Trust,EUR,pending,,,2024-02-19T15:45:10
a1951350-4bb3-4424-94df-7a1308533a25,f4a95394-ee53-409d-bc9f-3b6eb162ebdc,RVP,DTC,JP Morgan Chase Bank,CUST864581,JP Morgan Chase Bank,USD,matched,2024-12-14T17:56:07,2024-12-14T18:27:07,2024-12-13T12:32:07
