charge_id,fail_id,charge_date,charge_type,charge_amount,charge_currency,charged_party,payment_status,calculation_method,created_at
369a9229-76ef-4aa7-98d5-bf5583808f0f,6ab8c5ac-4d5a-4c06-bf8a-107fb90b58f0,2024-07-21,daily_fail_fee,4.71,GBP,buyer,paid,"Daily fail fee: 19,210.95 × 2.45 bps",2024-07-21T11:35:00
7a17a49f-f874-4f2d-acbd-526ee266b8cb,03314b54-b8c1-4096-a0cd-5bdb75d425ad,2024-11-21,daily_fail_fee,1061.67,CHF,seller,paid,"Daily fail fee: 2,750,682.55 × 3.86 bps",2024-11-21T12:21:00
9581506b-bb56-42b5-87c3-efa94ccc1c2b,03314b54-b8c1-4096-a0cd-5bdb75d425ad,2024-11-22,daily_fail_fee,1325.34,CHF,seller,paid,"Daily fail fee: 2,750,682.55 × 4.82 bps",2024-11-22T14:02:00
7ccb07c2-cbb2-445f-a57a-9edb0a18e097,de44f95c-cc9e-44fd-abee-09d477268250,2024-08-21,daily_fail_fee,134.38,JPY,buyer,paid,"Daily fail fee: 320,504.26 × 4.19 bps",2024-08-21T18:05:00
c9d55c77-d66b-44cb-94ca-da1216aedfa1,de44f95c-cc9e-44fd-abee-09d477268250,2024-08-22,daily_fail_fee,107.0,JPY,buyer,pending,"Daily fail fee: 320,504.26 × 3.34 bps",2024-08-22T09:30:00
afb43c37-f0c7-4317-b8e0-60d7b4dabc58,de44f95c-cc9e-44fd-abee-09d477268250,2024-08-23,daily_fail_fee,117.38,JPY,buyer,disputed,"Daily fail fee: 320,504.26 × 3.66 bps",2024-08-23T13:53:00
2e4f3c7a-4ed3-427c-83b9-99b6e90a58a1,d3049c11-8d83-47c5-aa93-782a91617e3e,2024-11-14,daily_fail_fee,16.36,USD,buyer,paid,"Daily fail fee: 72,686.92 × 2.25 bps",2024-11-14T15:44:00
8695ab1b-ddb1-4fa7-a3b0-13440050288f,d3049c11-8d83-47c5-aa93-782a91617e3e,2024-11-15,daily_fail_fee,8.18,USD,buyer,paid,"Daily fail fee: 72,686.92 × 1.13 bps",2024-11-15T10:30:00
2e93676a-5f37-4f7a-9780-c6722d61ebe7,d3049c11-8d83-47c5-aa93-782a91617e3e,2024-11-16,daily_fail_fee,12.69,USD,buyer,paid,"Daily fail fee: 72,686.92 × 1.75 bps",2024-11-16T14:29:00
9b55a4fb-ffbd-4126-b6f9-671c586d0e78,d3049c11-8d83-47c5-aa93-782a91617e3e,2024-11-17,daily_fail_fee,13.08,USD,buyer,paid,"Daily fail fee: 72,686.92 × 1.80 bps",2024-11-17T14:06:00
cb6693c6-9f97-4324-9883-5c17b40e7316,d3049c11-8d83-47c5-aa93-782a91617e3e,2024-11-18,daily_fail_fee,36.28,USD,buyer,paid,"Daily fail fee: 72,686.92 × 4.99 bps",2024-11-18T09:42:00
cfe591d1-005e-450c-b17e-7441c0a2841b,d3049c11-8d83-47c5-aa93-782a91617e3e,2024-11-19,daily_fail_fee,16.5,USD,buyer,paid,"Daily fail fee: 72,686.92 × 2.27 bps",2024-11-19T14:46:00
3c474dfa-58f9-4540-ac89-dca38db60460,d3049c11-8d83-47c5-aa93-782a91617e3e,2024-11-20,daily_fail_fee,28.26,USD,buyer,disputed,"Daily fail fee: 72,686.92 × 3.89 bps",2024-11-20T10:48:00
a8ebb99b-97f9-4284-8588-68fe8e8fd4c0,d3049c11-8d83-47c5-aa93-782a91617e3e,2024-11-21,daily_fail_fee,19.64,USD,buyer,disputed,"Daily fail fee: 72,686.92 × 2.70 bps",2024-11-21T10:48:00
1867ae5f-14ac-41f9-aa5e-64ea6f94c89c,d3049c11-8d83-47c5-aa93-782a91617e3e,2024-11-22,daily_fail_fee,19.61,USD,buyer,paid,"Daily fail fee: 72,686.92 × 2.70 bps",2024-11-22T16:07:00
ccca1226-686d-446e-870a-33aa5ef207e5,d3049c11-8d83-47c5-aa93-782a91617e3e,2024-11-23,daily_fail_fee,22.13,USD,buyer,paid,"Daily fail fee: 72,686.92 × 3.04 bps",2024-11-23T15:25:00
e8c008bd-a00c-4497-9b92-eb7165f9ef85,d3049c11-8d83-47c5-aa93-782a91617e3e,2024-11-23,administrative_fee,315.12,USD,buyer,disputed,Administrative processing fee for aged fail,2024-11-23T14:36:00
b51c44dd-a01e-418c-ae07-1b7eebb5aef9,d3049c11-8d83-47c5-aa93-782a91617e3e,2024-11-23,administrative_fee,321.58,USD,buyer,paid,Administrative processing fee for aged fail,2024-11-23T08:50:00
32594317-c7db-4b99-a7c8-cb3f5af4c475,d3049c11-8d83-47c5-aa93-782a91617e3e,2024-12-03,interest_charge,49.29,USD,buyer,disputed,"Interest charge: 72,686.92 × 6.78 bps",2024-12-03T14:47:00
d7a59ea1-357a-43f7-b8f1-1a3dcc210678,ab0e4312-68c7-4f78-884e-6f142d1fb86f,2024-01-20,daily_fail_fee,108.72,USD,seller,pending,"Daily fail fee: 228,197.13 × 4.76 bps",2024-01-20T08:45:00
1bce5f04-dd99-40b8-aa4d-9edd11f6ea8f,ab0e4312-68c7-4f78-884e-6f142d1fb86f,2024-01-21,daily_fail_fee,52.94,USD,seller,paid,"Daily fail fee: 228,197.13 × 2.32 bps",2024-01-21T17:34:00
d32887bb-ab4c-48d6-a46a-a38316b27b41,ab0e4312-68c7-4f78-884e-6f142d1fb86f,2024-01-22,daily_fail_fee,35.86,USD,seller,paid,"Daily fail fee: 228,197.13 × 1.57 bps",2024-01-22T18:45:00
0221d246-929e-44d7-afbc-fd5f65773162,ab0e4312-68c7-4f78-884e-6f142d1fb86f,2024-01-23,daily_fail_fee,88.87,USD,seller,paid,"Daily fail fee: 228,197.13 × 3.89 bps",2024-01-23T18:51:00
7dd69a6d-b8f8-42d7-b5da-0df8a9c6cf6d,ab0e4312-68c7-4f78-884e-6f142d1fb86f,2024-01-24,daily_fail_fee,31.94,USD,seller,pending,"Daily fail fee: 228,197.13 × 1.40 bps",2024-01-24T11:17:00
30da90da-b075-4b04-8b23-7e72360f818f,ab0e4312-68c7-4f78-884e-6f142d1fb86f,2024-01-25,daily_fail_fee,94.17,USD,seller,paid,"Daily fail fee: 228,197.13 × 4.13 bps",2024-01-25T16:58:00
408a4170-a180-4f9c-8169-29a41f6a99a1,ab0e4312-68c7-4f78-884e-6f142d1fb86f,2024-01-26,daily_fail_fee,73.58,USD,seller,disputed,"Daily fail fee: 228,197.13 × 3.22 bps",2024-01-26T12:32:00
a607d09a-7866-4c52-84a2-dfd356712bc4,ab0e4312-68c7-4f78-884e-6f142d1fb86f,2024-01-27,daily_fail_fee,54.23,USD,seller,disputed,"Daily fail fee: 228,197.13 × 2.38 bps",2024-01-27T18:18:00
89f83836-0404-47c7-ad47-9ad8a3cb33a2,ab0e4312-68c7-4f78-884e-6f142d1fb86f,2024-01-28,daily_fail_fee,82.17,USD,seller,pending,"Daily fail fee: 228,197.13 × 3.60 bps",2024-01-28T13:38:00
861a7e24-f4b5-4ff6-a5a6-cbc7e94a2d81,ab0e4312-68c7-4f78-884e-6f142d1fb86f,2024-01-23,interest_charge,118.8,USD,seller,pending,"Interest charge: 228,197.13 × 5.21 bps",2024-01-23T18:09:00
5ccddb39-0564-46dc-b291-5bbbb7639165,ab0e4312-68c7-4f78-884e-6f142d1fb86f,2024-01-28,interest_charge,77.72,USD,seller,paid,"Interest charge: 228,197.13 × 3.41 bps",2024-01-28T09:15:00
de88d873-e1e3-45dc-aa12-e5e8c91dad43,750d9040-d50e-4ed3-9996-dd94a2bb6801,2024-10-26,daily_fail_fee,65.11,USD,seller,paid,"Daily fail fee: 322,109.06 × 2.02 bps",2024-10-26T13:28:00
822e81a8-0853-4376-ad72-a20f20f0ebcc,750d9040-d50e-4ed3-9996-dd94a2bb6801,2024-10-27,daily_fail_fee,80.99,USD,seller,paid,"Daily fail fee: 322,109.06 × 2.51 bps",2024-10-27T17:04:00
d78d2a02-3c6a-4c38-8f7b-5d3d6ec0ce9d,750d9040-d50e-4ed3-9996-dd94a2bb6801,2024-10-28,daily_fail_fee,46.41,USD,seller,paid,"Daily fail fee: 322,109.06 × 1.44 bps",2024-10-28T17:01:00
5bba3ed3-a39e-4de0-a338-25c7796f9faf,882ccb72-86a1-4436-8b9b-cb325591970e,2024-08-02,daily_fail_fee,73.77,USD,seller,paid,"Daily fail fee: 184,700.98 × 3.99 bps",2024-08-02T11:57:00
bb45e70d-3afc-4428-ac4a-8e0cd33d180a,882ccb72-86a1-4436-8b9b-cb325591970e,2024-08-03,daily_fail_fee,24.76,USD,seller,disputed,"Daily fail fee: 184,700.98 × 1.34 bps",2024-08-03T11:41:00
e0671cfd-d530-4703-9a71-dbf18be774b8,882ccb72-86a1-4436-8b9b-cb325591970e,2024-08-04,daily_fail_fee,40.57,USD,seller,paid,"Daily fail fee: 184,700.98 × 2.20 bps",2024-08-04T17:23:00
cf8730d4-0c46-4626-aba0-2a9e91f45b98,57d6cd58-ceb6-40f2-b0cc-bc98f7aeea8d,2024-07-25,daily_fail_fee,69.25,JPY,seller,paid,"Daily fail fee: 364,433.16 × 1.90 bps",2024-07-25T08:43:00
859614b9-f9a3-4896-9e4e-b9a6d0e2f6f8,2da9adf8-2b9b-433d-9e2e-c887087aa085,2024-06-12,daily_fail_fee,0.82,USD,seller,paid,"Daily fail fee: 1,845.66 × 4.42 bps",2024-06-12T17:30:00
360f50eb-b937-40b8-93a9-b8ad50ad8459,2da9adf8-2b9b-433d-9e2e-c887087aa085,2024-06-13,daily_fail_fee,0.54,USD,seller,paid,"Daily fail fee: 1,845.66 × 2.93 bps",2024-06-13T09:20:00
e8acd9a4-58e4-4467-a307-459cf39a6985,2da9adf8-2b9b-433d-9e2e-c887087aa085,2024-06-14,daily_fail_fee,0.2,USD,seller,pending,"Daily fail fee: 1,845.66 × 1.06 bps",2024-06-14T17:07:00
822dd4fa-6144-47d0-9204-d49f1e2dfeae,2da9adf8-2b9b-433d-9e2e-c887087aa085,2024-06-15,daily_fail_fee,0.88,USD,seller,disputed,"Daily fail fee: 1,845.66 × 4.79 bps",2024-06-15T17:08:00
a7761217-749e-4703-8545-8e2d2ca23b22,2da9adf8-2b9b-433d-9e2e-c887087aa085,2024-06-16,daily_fail_fee,0.47,USD,seller,paid,"Daily fail fee: 1,845.66 × 2.56 bps",2024-06-16T13:51:00
80bc2390-78e5-4e47-92b9-ac60d0432f47,2da9adf8-2b9b-433d-9e2e-c887087aa085,2024-06-12,interest_charge,1.71,USD,seller,pending,"Interest charge: 1,845.66 × 9.28 bps",2024-06-12T10:32:00
c6614115-28b9-482c-98ec-6537ffc65981,2da9adf8-2b9b-433d-9e2e-c887087aa085,2024-06-12,interest_charge,1.61,USD,seller,pending,"Interest charge: 1,845.66 × 8.73 bps",2024-06-12T17:05:00
8b34332a-e973-4ae2-83ad-48eb4b4783a0,2da9adf8-2b9b-433d-9e2e-c887087aa085,2024-06-12,interest_charge,1.45,USD,seller,paid,"Interest charge: 1,845.66 × 7.85 bps",2024-06-12T17:09:00
c6d5dc4c-a67a-4b84-b2fc-480bf5331018,43ab8a64-2837-49af-b3f8-13e1ec0a0e80,2024-06-27,daily_fail_fee,1809.35,CHF,seller,paid,"Daily fail fee: 13,000,042.72 × 1.39 bps",2024-06-27T14:36:00
c6a58926-b618-490c-9ebf-fb59111de8a5,43ab8a64-2837-49af-b3f8-13e1ec0a0e80,2024-06-28,daily_fail_fee,5979.46,CHF,seller,paid,"Daily fail fee: 13,000,042.72 × 4.60 bps",2024-06-28T15:13:00
0f098bfa-3df2-4432-8050-b81df87a8344,43ab8a64-2837-49af-b3f8-13e1ec0a0e80,2024-06-29,daily_fail_fee,4832.88,CHF,seller,paid,"Daily fail fee: 13,000,042.72 × 3.72 bps",2024-06-29T15:07:00
11b1888a-a0ca-4016-b84c-6e98916cd021,43ab8a64-2837-49af-b3f8-13e1ec0a0e80,2024-06-30,daily_fail_fee,5318.97,CHF,seller,paid,"Daily fail fee: 13,000,042.72 × 4.09 bps",2024-06-30T17:32:00
6b916885-61bf-475b-ad64-6bcbf9d18e02,43ab8a64-2837-49af-b3f8-13e1ec0a0e80,2024-07-01,daily_fail_fee,4848.73,CHF,seller,paid,"Daily fail fee: 13,000,042.72 × 3.73 bps",2024-07-01T15:41:00
5e988684-dfa1-4fb1-8965-b77dc273c91b,43ab8a64-2837-49af-b3f8-13e1ec0a0e80,2024-07-02,daily_fail_fee,2818.5,CHF,seller,disputed,"Daily fail fee: 13,000,042.72 × 2.17 bps",2024-07-02T17:53:00
5809d555-9110-4af5-b4cc-dab93799a491,43ab8a64-2837-49af-b3f8-13e1ec0a0e80,2024-07-03,daily_fail_fee,5090.79,CHF,seller,paid,"Daily fail fee: 13,000,042.72 × 3.92 bps",2024-07-03T11:03:00
c5bb5643-7a6d-4371-95ff-401727cfb72e,43ab8a64-2837-49af-b3f8-13e1ec0a0e80,2024-07-04,daily_fail_fee,2622.35,CHF,seller,paid,"Daily fail fee: 13,000,042.72 × 2.02 bps",2024-07-04T08:51:00
e274ed12-cf9c-4907-aecf-cc6cab72f507,43ab8a64-2837-49af-b3f8-13e1ec0a0e80,2024-06-29,interest_charge,2661.14,CHF,seller,paid,"Interest charge: 13,000,042.72 × 2.05 bps",2024-06-29T14:47:00
0df0dc84-04f9-403f-b083-8003cc78dcc0,83087020-a6f2-4ff8-8975-2cb94632e25c,2024-01-05,daily_fail_fee,52081.72,USD,seller,paid,"Daily fail fee: 123,192,599.29 × 4.23 bps",2024-01-05T15:35:00
014a1995-149a-4bf8-a5e7-7c6c982c606a,83087020-a6f2-4ff8-8975-2cb94632e25c,2024-01-06,daily_fail_fee,42522.04,USD,seller,disputed,"Daily fail fee: 123,192,599.29 × 3.45 bps",2024-01-06T12:40:00
da092849-9b04-441d-9d0a-80850d954f72,d760c9f9-d180-4431-baac-1e6e08002a38,2024-12-06,daily_fail_fee,3359.04,USD,buyer,paid,"Daily fail fee: 14,084,746.67 × 2.38 bps",2024-12-06T17:20:00
dc361b3a-21bf-416a-9fb6-9df98a44c43d,d760c9f9-d180-4431-baac-1e6e08002a38,2024-12-07,daily_fail_fee,4242.32,USD,buyer,paid,"Daily fail fee: 14,084,746.67 × 3.01 bps",2024-12-07T14:03:00
c52ab105-039e-4a28-bbdb-8cd54bfaeb3d,d760c9f9-d180-4431-baac-1e6e08002a38,2024-12-08,daily_fail_fee,2747.88,USD,buyer,paid,"Daily fail fee: 14,084,746.67 × 1.95 bps",2024-12-08T12:00:00
0d3dd941-a051-498b-a4d6-6d74356e9423,f403fc65-6615-44d8-97b2-d72cdfed0b78,2024-08-08,daily_fail_fee,7.27,USD,intermediary,paid,"Daily fail fee: 17,621.31 × 4.12 bps",2024-08-08T12:26:00
2e7e26d1-46ed-420a-ab8f-bcb0cdbc66f5,f403fc65-6615-44d8-97b2-d72cdfed0b78,2024-08-09,daily_fail_fee,6.59,USD,intermediary,paid,"Daily fail fee: 17,621.31 × 3.74 bps",2024-08-09T13:19:00
d8430163-e12e-4faf-8a31-b91302694c2e,f403fc65-6615-44d8-97b2-d72cdfed0b78,2024-08-10,daily_fail_fee,6.17,USD,intermediary,paid,"Daily fail fee: 17,621.31 × 3.50 bps",2024-08-10T10:15:00
cbdd0643-2623-44ca-bb40-5ee834ca2c8b,f403fc65-6615-44d8-97b2-d72cdfed0b78,2024-08-11,daily_fail_fee,7.32,USD,intermediary,paid,"Daily fail fee: 17,621.31 × 4.16 bps",2024-08-11T09:02:00
dd7dabbf-31fd-498e-83a5-c4dea68aafb3,f403fc65-6615-44d8-97b2-d72cdfed0b78,2024-08-12,daily_fail_fee,2.29,USD,intermediary,pending,"Daily fail fee: 17,621.31 × 1.30 bps",2024-08-12T16:42:00
b4f2f334-2cb8-4721-b825-ce3ca3205bb1,f403fc65-6615-44d8-97b2-d72cdfed0b78,2024-08-09,interest_charge,9.82,USD,intermediary,pending,"Interest charge: 17,621.31 × 5.57 bps",2024-08-09T13:06:00
89eebfbb-8696-498c-a3d1-bac973ef8457,f403fc65-6615-44d8-97b2-d72cdfed0b78,2024-08-09,interest_charge,6.97,USD,intermediary,pending,"Interest charge: 17,621.31 × 3.96 bps",2024-08-09T09:34:00
9c38d030-ea9a-41c1-ad14-51aff15cb8cf,f403fc65-6615-44d8-97b2-d72cdfed0b78,2024-08-10,interest_charge,5.78,USD,intermediary,pending,"Interest charge: 17,621.31 × 3.28 bps",2024-08-10T11:34:00
ec3ef2fe-b695-48c3-99f9-0a3a30f2602c,8b1530ef-036c-41c3-a9cd-f50ee687560a,2024-11-26,daily_fail_fee,36.96,USD,seller,paid,"Daily fail fee: 101,816.83 × 3.63 bps",2024-11-26T11:11:00
c97ebd9c-6b4d-4902-a52a-eab095357de7,8b1530ef-036c-41c3-a9cd-f50ee687560a,2024-11-27,daily_fail_fee,11.47,USD,seller,paid,"Daily fail fee: 101,816.83 × 1.13 bps",2024-11-27T11:43:00
847c7d3a-cef9-43d0-ba82-c978935dcf19,3c791e6a-219f-4207-9d37-542ea251d585,2024-09-05,daily_fail_fee,144841.33,JPY,seller,paid,"Daily fail fee: 1,108,036,280.44 × 1.31 bps",2024-09-05T14:33:00
cba994f2-bb70-4cd7-88af-3ae41d3ef31a,3c791e6a-219f-4207-9d37-542ea251d585,2024-09-06,daily_fail_fee,164680.11,JPY,seller,paid,"Daily fail fee: 1,108,036,280.44 × 1.49 bps",2024-09-06T14:14:00
5877d870-5005-4b5b-909a-54efcf4a02b7,3c791e6a-219f-4207-9d37-542ea251d585,2024-09-07,daily_fail_fee,294886.54,JPY,seller,pending,"Daily fail fee: 1,108,036,280.44 × 2.66 bps",2024-09-07T16:36:00
57f5e0b1-3619-4daf-82c2-30c867bc5404,3c791e6a-219f-4207-9d37-542ea251d585,2024-09-08,daily_fail_fee,410743.21,JPY,seller,paid,"Daily fail fee: 1,108,036,280.44 × 3.71 bps",2024-09-08T18:44:00
28d05515-5590-4e8c-bd18-26ab8165751e,3c791e6a-219f-4207-9d37-542ea251d585,2024-09-09,daily_fail_fee,323052.02,JPY,seller,pending,"Daily fail fee: 1,108,036,280.44 × 2.92 bps",2024-09-09T14:38:00
d5cb795c-8676-4192-9c9c-fe7404393b90,3c791e6a-219f-4207-9d37-542ea251d585,2024-09-10,daily_fail_fee,116401.59,JPY,seller,paid,"Daily fail fee: 1,108,036,280.44 × 1.05 bps",2024-09-10T17:45:00
cbb8c715-f3d6-4cc1-9313-4c26221e6051,3c791e6a-219f-4207-9d37-542ea251d585,2024-09-11,daily_fail_fee,246540.97,JPY,seller,paid,"Daily fail fee: 1,108,036,280.44 × 2.23 bps",2024-09-11T15:11:00
70233403-1a09-43cb-892d-8e6b137f4d3f,3c791e6a-219f-4207-9d37-542ea251d585,2024-09-12,daily_fail_fee,131268.16,JPY,seller,pending,"Daily fail fee: 1,108,036,280.44 × 1.18 bps",2024-09-12T10:05:00
9f9319b5-0ea0-4c8d-9412-d50b580f8e16,3c791e6a-219f-4207-9d37-542ea251d585,2024-09-06,interest_charge,913503.52,JPY,seller,disputed,"Interest charge: 1,108,036,280.44 × 8.24 bps",2024-09-06T08:29:00
d86579d0-b55f-4c20-b416-8b9742150c93,3c791e6a-219f-4207-9d37-542ea251d585,2024-09-12,regulatory_fine,3420.95,JPY,seller,pending,Regulatory fine for threshold breach,2024-09-12T08:50:00
ee4ed4f1-4072-44f4-a97d-5147b400439a,3c791e6a-219f-4207-9d37-542ea251d585,2024-09-10,interest_charge,313972.77,JPY,seller,pending,"Interest charge: 1,108,036,280.44 × 2.83 bps",2024-09-10T08:33:00
1a500bab-2d14-40ed-b8d3-d4ffac996115,3c791e6a-219f-4207-9d37-542ea251d585,2024-09-06,interest_charge,1003572.8,JPY,seller,paid,"Interest charge: 1,108,036,280.44 × 9.06 bps",2024-09-06T09:39:00
aea3d100-49f3-466a-8d3c-2cc9508395bb,9d2e1438-b4e4-438e-ab43-2044c385cf85,2024-04-20,daily_fail_fee,614.4,JPY,buyer,pending,"Daily fail fee: 1,464,878.55 × 4.19 bps",2024-04-20T12:59:00
ec35237a-2b1e-4cce-a8ba-ad3e166053ad,9d2e1438-b4e4-438e-ab43-2044c385cf85,2024-04-21,daily_fail_fee,359.4,JPY,buyer,paid,"Daily fail fee: 1,464,878.55 × 2.45 bps",2024-04-21T10:39:00
07f12355-6898-48d1-a592-11f5f042c12e,9d2e1438-b4e4-438e-ab43-2044c385cf85,2024-04-22,daily_fail_fee,378.19,JPY,buyer,pending,"Daily fail fee: 1,464,878.55 × 2.58 bps",2024-04-22T09:38:00
13f549a3-191a-4d7b-9f96-383c2f5f0cb9,9d2e1438-b4e4-438e-ab43-2044c385cf85,2024-04-23,daily_fail_fee,255.51,JPY,buyer,paid,"Daily fail fee: 1,464,878.55 × 1.74 bps",2024-04-23T09:15:00
86b646d5-f82f-4202-a7f5-67904d123100,9d2e1438-b4e4-438e-ab43-2044c385cf85,2024-04-24,daily_fail_fee,403.83,JPY,buyer,paid,"Daily fail fee: 1,464,878.55 × 2.76 bps",2024-04-24T09:44:00
73530960-0682-4630-ba6f-abc07759795a,9d2e1438-b4e4-438e-ab43-2044c385cf85,2024-04-25,daily_fail_fee,589.03,JPY,buyer,paid,"Daily fail fee: 1,464,878.55 × 4.02 bps",2024-04-25T14:48:00
d14d6793-5a37-40e5-8ff3-8b3b56fdb923,9d2e1438-b4e4-438e-ab43-2044c385cf85,2024-04-26,daily_fail_fee,229.32,JPY,buyer,paid,"Daily fail fee: 1,464,878.55 × 1.57 bps",2024-04-26T17:22:00
4ab23747-1a88-4999-85f5-82e2556e9f55,9d2e1438-b4e4-438e-ab43-2044c385cf85,2024-04-27,daily_fail_fee,381.33,JPY,buyer,pending,"Daily fail fee: 1,464,878.55 × 2.60 bps",2024-04-27T14:48:00
0b03addb-dff2-403e-b8c2-4f3aa96cef7d,9d2e1438-b4e4-438e-ab43-2044c385cf85,2024-04-28,daily_fail_fee,632.35,JPY,buyer,disputed,"Daily fail fee: 1,464,878.55 × 4.32 bps",2024-04-28T15:34:00
aeeb323f-3989-4c8b-be59-0bb308108864,9d2e1438-b4e4-438e-ab43-2044c385cf85,2024-04-29,daily_fail_fee,274.67,JPY,buyer,pending,"Daily fail fee: 1,464,878.55 × 1.88 bps",2024-04-29T13:31:00
f556af96-d17f-44db-b566-301f7cdd3523,9d2e1438-b4e4-438e-ab43-2044c385cf85,2024-04-29,administrative_fee,94.3,JPY,buyer,paid,Administrative processing fee for aged fail,2024-04-29T16:30:00
bfad67f2-dcc3-40a3-8941-4e15f7610a00,9d2e1438-b4e4-438e-ab43-2044c385cf85,2024-04-21,interest_charge,487.36,JPY,buyer,pending,"Interest charge: 1,464,878.55 × 3.33 bps",2024-04-21T18:41:00
54140c9e-b358-4ba0-9155-b5802eac9b30,9d2e1438-b4e4-438e-ab43-2044c385cf85,2024-04-29,interest_charge,1074.89,JPY,buyer,disputed,"Interest charge: 1,464,878.55 × 7.34 bps",2024-04-29T12:19:00
dc9902a8-f9fc-4a52-be39-536656ee5673,00d8d0f6-afcd-48cb-9ed3-117f04e7eddf,2024-02-17,daily_fail_fee,100.02,USD,seller,disputed,"Daily fail fee: 241,024.38 × 4.15 bps",2024-02-17T10:31:00
318deb58-d62c-4c2a-a12b-18add518a062,5d403a75-7fdb-40c3-9508-175c262a1fcb,2024-12-28,daily_fail_fee,28.18,USD,intermediary,paid,"Daily fail fee: 104,471.46 × 2.70 bps",2024-12-28T08:18:00
5fe0bacb-c43d-4a8f-9efa-c500facb556e,5d403a75-7fdb-40c3-9508-175c262a1fcb,2024-12-29,daily_fail_fee,50.21,USD,intermediary,paid,"Daily fail fee: 104,471.46 × 4.81 bps",2024-12-29T15:26:00
8b970b14-cca6-4037-8ed2-78c107adefcf,5d403a75-7fdb-40c3-9508-175c262a1fcb,2024-12-30,daily_fail_fee,43.01,USD,intermediary,paid,"Daily fail fee: 104,471.46 × 4.12 bps",2024-12-30T10:40:00
6038488d-bc04-4b81-9fd9-0f8476364b4a,2be8b2cf-3841-4d45-bc9e-1ee1383d542f,2024-06-26,daily_fail_fee,37.87,USD,buyer,paid,"Daily fail fee: 102,801.28 × 3.68 bps",2024-06-26T12:32:00
2bd9cf0c-38c4-4a3c-b6c5-4a69801228f8,2be8b2cf-3841-4d45-bc9e-1ee1383d542f,2024-06-27,daily_fail_fee,19.6,USD,buyer,paid,"Daily fail fee: 102,801.28 × 1.91 bps",2024-06-27T16:47:00
00051893-797f-4947-bce2-991e4d57f99c,2be8b2cf-3841-4d45-bc9e-1ee1383d542f,2024-06-28,daily_fail_fee,27.61,USD,buyer,disputed,"Daily fail fee: 102,801.28 × 2.69 bps",2024-06-28T14:16:00
c773c764-11fd-4ae9-800e-92ab2b9687af,b410e107-43d3-4c91-a233-506196abbc56,2024-05-31,daily_fail_fee,368.85,JPY,seller,pending,"Daily fail fee: 3,326,442.47 × 1.11 bps",2024-05-31T13:24:00
3cf60a72-ec87-4e6c-90ae-c7bd56ebc21e,b410e107-43d3-4c91-a233-506196abbc56,2024-06-01,daily_fail_fee,1049.36,JPY,seller,paid,"Daily fail fee: 3,326,442.47 × 3.15 bps",2024-06-01T17:32:00
1dd15236-42de-48bb-8033-0fbb6d301f37,b410e107-43d3-4c91-a233-506196abbc56,2024-06-02,daily_fail_fee,1533.35,JPY,seller,disputed,"Daily fail fee: 3,326,442.47 × 4.61 bps",2024-06-02T11:24:00
e40afc19-9f4e-45a4-83b1-736d5117d8bd,b410e107-43d3-4c91-a233-506196abbc56,2024-06-03,daily_fail_fee,1066.07,JPY,seller,paid,"Daily fail fee: 3,326,442.47 × 3.20 bps",2024-06-03T11:00:00
d2d7bc91-a0de-4e8a-a24e-e3b1ad7d8568,b410e107-43d3-4c91-a233-506196abbc56,2024-06-04,daily_fail_fee,370.31,JPY,seller,paid,"Daily fail fee: 3,326,442.47 × 1.11 bps",2024-06-04T15:43:00
95601d03-575b-490a-8284-5f62e9ab9e8b,b410e107-43d3-4c91-a233-506196abbc56,2024-06-05,daily_fail_fee,1135.45,JPY,seller,paid,"Daily fail fee: 3,326,442.47 × 3.41 bps",2024-06-05T14:46:00
35f2da6b-8026-4974-9e87-3412161df51a,b410e107-43d3-4c91-a233-506196abbc56,2024-06-06,daily_fail_fee,634.7,JPY,seller,paid,"Daily fail fee: 3,326,442.47 × 1.91 bps",2024-06-06T13:36:00
3ac2f108-1f2a-4a79-9bd5-25344d2dc5c2,b410e107-43d3-4c91-a233-506196abbc56,2024-06-07,daily_fail_fee,1630.66,JPY,seller,paid,"Daily fail fee: 3,326,442.47 × 4.90 bps",2024-06-07T10:49:00
2983461f-6a17-4c62-9218-048d296ca892,b410e107-43d3-4c91-a233-506196abbc56,2024-06-01,interest_charge,2425.16,JPY,seller,pending,"Interest charge: 3,326,442.47 × 7.29 bps",2024-06-01T08:24:00
ace5129d-02a8-499c-bc37-6c2a473f8945,b410e107-43d3-4c91-a233-506196abbc56,2024-06-05,interest_charge,2257.48,JPY,seller,pending,"Interest charge: 3,326,442.47 × 6.79 bps",2024-06-05T08:58:00
09c39921-05eb-424f-86b7-3bcfd4eb2709,d8229271-cdad-4f98-84fb-b5013acbd203,2024-12-17,daily_fail_fee,14.79,USD,buyer,pending,"Daily fail fee: 71,911.11 × 2.06 bps",2024-12-17T18:09:00
fe49e2c4-82ff-4ef2-a9ac-99073664a7fc,d8229271-cdad-4f98-84fb-b5013acbd203,2024-12-18,daily_fail_fee,23.85,USD,buyer,pending,"Daily fail fee: 71,911.11 × 3.32 bps",2024-12-18T15:10:00
4a0f77d8-6d6c-4ffc-a718-289ae55ed632,d8229271-cdad-4f98-84fb-b5013acbd203,2024-12-19,daily_fail_fee,10.88,USD,buyer,pending,"Daily fail fee: 71,911.11 × 1.51 bps",2024-12-19T15:07:00
