settlement_id,trade_id,ssi_id,settlement_reference,scheduled_settlement_date,actual_settlement_date,settlement_status,settlement_amount,settled_quantity,settlement_location,value_date,created_at
cb71a1b9-1347-4605-b3f3-07ad631f7b5f,87de84f2-6ac0-4d72-98f7-e885dc6cacc2,80acdb9d-70e5-4eb6-899e-1d684775ed8a,STL62957459,2024-10-10,2024-10-10,settled,63999.41,204,DTC,2024-10-10,2024-10-10T08:47:00
d83505a1-29a2-4691-9c22-8810e90f345e,23bead4c-f78d-44c1-8756-4eaf554dfbf7,b8a10fe5-2591-400b-999f-925dc04b74e3,STL88449326,2024-01-18,2024-01-18,settled,20731.52,54,DTC,2024-01-18,2024-01-18T09:00:00
3130de09-11b0-461d-9af3-8ed3560fa6f1,6c91d7f0-4de3-4c3f-866f-5532ac089a16,f7344f8f-5067-424b-a5ed-3aec7bba3810,STL86974571,2024-01-30,2024-01-30,settled,373091.52,548,JSCC,2024-01-30,2024-01-30T15:19:00
1d9b83a6-a164-4bb9-b12a-1cae8497cbbe,ff62371f-26b0-420d-93c3-2c7e20865c7f,d0536fae-43f3-464c-9340-416cc149c6c2,STL52298598,2024-08-01,,failed,184700.98,,DTC,,2024-08-01T13:07:00
57fc7850-7126-4e91-afd5-35872e11c718,37dadb74-a341-40d0-a319-b65032a57003,c8cffd56-9d86-4638-9b8c-5b6cf5d99e17,STL81285557,2024-02-22,2024-02-22,settled,352469.18,864,DTC,2024-02-22,2024-02-22T13:52:00
8aa07402-6d94-497d-bdb7-869f56367979,89e46f7d-aad5-4bd3-b1e1-29f0ef389a19,499f04be-fa50-4fb6-a736-f905a8e6d858,STL26511054,2024-11-26,2024-11-26,settled,1411717.9,581,JSCC,2024-11-26,2024-11-26T08:18:00
4470376e-9e97-4c79-87a0-2a5d982ca736,4b91b916-2e5d-4cfa-ae19-e4c8eede8505,bd692a08-90b6-470b-9704-d752c737336a,STL71879545,2024-08-09,2024-08-09,settled,162042.61,875,DTC,2024-08-09,2024-08-09T11:25:00
003d77a7-8c7a-4726-a726-c587077c7361,77438f1f-d9eb-4f83-a7af-eeda78766890,a7546131-dfa6-4ca3-b7a4-520614fc7a67,STL56070372,2024-07-24,,failed,364433.16,,JSCC,,2024-07-24T16:31:00
70a34049-ed76-4fc3-b0a6-950dbdb095b6,f8abbc9b-6057-4491-9443-672815248267,ea577683-2d90-49f9-a54b-efc3875ed1d8,STL63963175,2024-06-11,,failed,1845.66,,DTC,,2024-06-11T10:58:00
ef2370e7-2b5e-4a0c-82c9-cda25f437773,bfc5ef3b-7272-4f9e-939c-55907568b269,8597f617-8e63-4e62-ba55-3c3995e446fc,STL90474782,2024-03-13,2024-03-13,settled,67098.11,106,JSCC,2024-03-13,2024-03-13T14:36:00
a098df91-78bb-4362-a4e8-3482065e19f8,c3ac16c5-bb12-437c-b399-05d301204a3d,4653d70b-972f-49dd-98c2-b9c8e5d53835,STL18100528,2024-02-12,2024-02-12,settled,152927.83,594,DTC,2024-02-12,2024-02-12T08:40:00
c916a865-4ae4-4c19-afe5-535dc25bb567,771f2f62-e553-4582-a008-d93a9ec25982,196b28b8-d84f-4001-be31-98a871f5e630,STL67740709,2024-01-31,2024-01-31,settled,8093.83,48,Euroclear,2024-01-31,2024-01-31T09:23:00
80815dbc-5006-4865-8a88-9ebda736728b,378851b9-0ec7-479b-b7d4-c7d10456260d,66e7c976-d36b-402c-aea5-141a9e886b82,STL21535774,2024-06-06,2024-06-06,settled,169755.68,659,DTC,2024-06-06,2024-06-06T18:21:00
06c769d1-46fa-453f-8692-e87f42f12ad7,f0a85db4-3fbf-4511-85cb-0286926e90a2,19640db4-266d-4b7e-bccc-a533a1fb3565,STL75410125,2024-08-19,2024-08-19,settled,23251.62,61,DTC,2024-08-19,2024-08-19T17:11:00
bcfc1f0f-d8d2-4079-9c60-8c4e0a94f5b3,40b28c33-98d5-47cd-b105-63dbf11bd76b,8b3b3f51-2b78-4bbd-8bb6-f025157b122a,STL60980034,2024-01-29,2024-01-29,settled,34313.07,145,DTC,2024-01-29,2024-01-29T12:15:00
bd49761f-0fe3-4709-a1db-6a232f69709a,cbd9b320-957d-44c9-9cf5-02952dd89c0c,edf361c4-72ee-498a-b754-444d8bbf85ac,STL27988386,2024-12-02,2024-12-02,settled,121503.43,502,DTC,2024-12-02,2024-12-02T16:58:00
dcd0d734-5d6b-4d44-a668-44cad8bf9d2d,4d5da058-fbc0-4940-adeb-87ea5572e4aa,368adc9e-1a82-4c8d-8dd1-9b206a4683c1,STL31261155,2024-10-22,2024-10-22,settled,249705.34,805,DTC,2024-10-22,2024-10-22T16:38:00
ef338f96-3d3b-4e9b-a2e2-bf8c6029f17d,2ab67538-e63b-438b-8e50-659c02ada120,4b1380cd-6214-459f-a6fc-e0314fda5750,STL10628942,2024-07-12,2024-07-12,settled,5800158.81,956,JSCC,2024-07-12,2024-07-12T13:58:00
20fff1cb-3608-435e-874d-efec70a147f3,da478359-d2ef-4da9-a0a9-e421b5da428b,16796864-2f9a-40ee-90e7-9b8cd1d54d80,STL33768506,2024-06-26,,failed,13000042.72,,Clearstream,,2024-06-26T16:05:00
88b01928-9196-4c29-826d-47f1a5fbb084,ae83b1f8-e613-4009-9067-7678476cc3e0,f7eb480c-9842-4aa3-9a2d-8c0d717d6a9b,STL65325710,2024-09-05,2024-09-05,settled,209534.55,569,DTC,2024-09-05,2024-09-05T09:02:00
c65f6d97-48a3-4ae6-9d06-80d4dadaa9ec,a1391ba3-8d07-4871-bd84-8b0a4bdbb38f,83c97886-1391-406c-8a41-0b3be8ae4629,STL53396592,2024-11-13,2024-11-13,settled,31313.94,271,DTC,2024-11-13,2024-11-13T18:57:00
0412df75-22df-4a30-849e-158245b5d01c,2b13ca1c-1ee7-4cc3-9a63-7a6735cc8324,99694e6a-9d26-44ae-b55f-3e2909092036,STL50213388,2024-07-17,2024-07-17,settled,185324.88,895,DTC,2024-07-17,2024-07-17T14:53:00
ac308af0-8ecc-4274-bbb3-f3012b6f9044,466b7879-73c6-496f-9936-b4a3d4ef3f6f,050f66b0-85e1-4ad5-b20c-5db2ae47957d,STL15029596,2024-12-31,2024-12-31,settled,79385.46,213,DTC,2024-12-31,2024-12-31T11:42:00
feef56b7-6e00-4ae2-bfef-579da5cb9782,4c93ca4d-80b4-4dc9-a1eb-225021d00104,98908049-9136-471f-af0e-adc39dc1dc4d,STL38721683,2024-06-04,2024-06-04,partial,849.02,19,DTC,2024-06-04,2024-06-04T08:16:00
15682775-ee49-427c-a0a8-9cb1404c5f56,4881fc04-e06b-43f9-8d03-d48acaa0fba4,83d7e802-3a0a-4b98-b3b1-a45322469bcd,STL78331604,2024-03-19,2024-03-19,settled,253608.43,976,DTC,2024-03-19,2024-03-19T09:16:00
df9e6454-f031-44ce-95d2-f241580fab69,f496a649-774a-44f2-a8ba-6a00631d8c82,97edc326-c053-4b59-b7aa-5fea132049cf,STL80983534,2024-11-07,2024-11-07,settled,13252.72,437,Euroclear,2024-11-07,2024-11-07T17:14:00
59061246-b1e0-445f-8c2a-e668979de0d7,3e8c1a65-ba70-4b09-b804-119d986ef100,d24c14de-7a6a-44ad-a21d-514960459388,STL87221427,2024-08-09,2024-08-09,settled,85925.16,326,DTC,2024-08-09,2024-08-09T14:36:00
7d9db280-6383-414c-8ea2-51656379ffde,63287cb4-aa67-4444-9d28-08076287f48b,64ef9693-e116-4136-938f-9286b011b384,STL98486477,2024-01-17,2024-01-17,settled,67418484.92,176512,DTC,2024-01-17,2024-01-17T17:40:00
b6e6cb2c-dd19-456e-a951-9b175283cb74,4b3541a1-d4db-4e6b-8fdf-103150fb7796,a4a433c2-e793-4c58-b9fe-06fa5c46c72b,STL33237546,2024-11-12,2024-11-12,settled,244882.36,807,DTC,2024-11-12,2024-11-12T16:34:00
bba14f9c-abad-4fb6-af0f-fe09d49d9d34,930b6273-ff4e-4a52-a555-f05a6416997b,0b88bec9-8d9c-4106-93fc-c99af694aa38,STL70981119,2024-11-06,2024-11-06,settled,1738.18,91,DTC,2024-11-06,2024-11-06T12:55:00
e0ca50b0-6a3f-413b-86d2-66be36f0f998,421c332d-da2b-466a-b030-8f741ca4a671,1b62531f-62d1-4c31-919c-996a8b586950,STL41826980,2024-08-01,2024-08-01,settled,1769461.65,207,JSCC,2024-08-01,2024-08-01T13:34:00
92da0ad4-cdbd-48d4-9553-673018319d9b,b80b466b-4271-4d72-9c2f-37d6cfe860db,e81849f2-6817-4e9a-8d66-7e4abce7920e,STL26547150,2024-05-07,2024-05-07,settled,150933.43,714,DTC,2024-05-07,2024-05-07T15:17:00
f1d05094-4018-4424-a848-fc60ada9d353,5f70f9c5-b376-49ea-9f7c-fc016a5e3f71,c27e057c-4aa0-4e40-9490-ed7929045f6b,STL84194995,2024-01-24,2024-01-24,settled,16294.85,543,Euroclear,2024-01-24,2024-01-24T16:07:00
d9c32db1-68f7-4bb4-bf01-88e9a3e87871,f8f4f6d6-f9d7-4387-8112-9a91eaffc915,c16b095e-3208-4c4a-a104-55d37f594397,STL46371543,2024-06-06,2024-06-06,settled,132619.32,204,JSCC,2024-06-06,2024-06-06T08:12:00
8ac95da0-51e0-4213-bcc1-0f6cbd367022,14513c22-282a-4bdd-aad6-1e1988345411,4d7159ed-3b77-408a-8e5d-1fd0122b3e77,STL80157948,2024-09-16,2024-09-16,settled,82339.09,484,DTC,2024-09-16,2024-09-16T09:32:00
beb9db1b-e3ff-4d37-8c7e-9671f454dc9c,b8220b79-3244-4905-b59e-ba9feef65a04,96d97057-39d1-4cad-9a2f-deb549ea8e8a,STL58203522,2024-12-31,2024-12-31,settled,113365.08,471,DTC,2024-12-31,2024-12-31T16:14:00
1096f4bc-9430-4136-b097-27daeb37094d,4dc85f0a-6f7f-4b2b-bb4d-99cf42201ef0,016dff36-28a8-4f46-a8e2-7167052593d8,STL73739506,2024-07-08,2024-07-08,settled,16655.44,103,Clearstream,2024-07-08,2024-07-08T15:00:00
d8098a14-7ada-4bfe-b8bf-c6ae319a8f04,3e4c93bf-2ee6-4d32-af2f-08c247104fa1,abca4d03-0233-49ca-b127-21832ee212c4,STL91207477,2024-10-18,2024-10-18,settled,319201.33,54,JSCC,2024-10-18,2024-10-18T08:39:00
58d3f507-2eaa-477a-9ce2-7c1866d20614,3f299d70-2a36-4ff6-84de-dac2f1ef7752,acb9c3b9-4f7b-4605-9358-822ad657a175,STL78806863,2024-08-19,2024-08-19,settled,51023.32,325,DTC,2024-08-19,2024-08-19T18:55:00
5949c97c-d775-47fa-a414-a1bac32d045b,c29f18ba-e874-4c08-8e7c-541c15446aaf,f7fdfc25-dd08-40b7-83b8-fc428771a485,STL13112785,2024-01-04,,failed,123192599.29,,DTC,,2024-01-04T10:34:00
14f6c0e0-e3a2-4ccf-87dd-4f6781b36d58,c812eba0-7c29-4ed7-a77c-27df88416be1,883438b4-3989-4b98-9384-f7eb863f6cd5,STL27883205,2024-10-09,,failed,85976.76,,Euroclear,,2024-10-09T13:16:00
b4200b47-36ed-4d70-b93c-2b5a94631397,a0e91874-b428-4cae-8623-13356ce5536d,1ceb9c96-bccd-40d2-8ce8-1239689b89b2,STL19102656,2024-01-18,2024-01-18,settled,109639.68,678,DTC,2024-01-18,2024-01-18T18:54:00
542bd159-34e4-4460-ad33-9a0962aea721,96132a8c-b6ab-47bf-8c06-27c28f91a783,96568b5b-07f2-4ac5-8b9e-326853f803a7,STL41224916,2024-12-05,,failed,14084746.67,,DTC,,2024-12-05T09:39:00
8fb674bd-95fb-42dd-87e6-0fed6331bb96,a7add2a7-b39f-43d2-970d-4ea7f0b7915e,b2388645-3e63-46c1-a622-a450852a3987,STL97560003,2024-08-07,,failed,17621.31,,DTC,,2024-08-07T13:28:00
2587182c-d858-4386-bb74-c87cd758e527,758446d1-6f84-47ef-a3c8-c9575dd74b8b,517326bb-a609-495e-b7d3-b1d9f3e852eb,STL18896589,2024-04-18,2024-04-18,partial,134262.84,440,DTC,2024-04-18,2024-04-18T08:03:00
515d27fe-18b6-405f-a7a7-04a93bf4d000,fee892ee-1e0d-42d1-ad17-5a03bb860dfb,ded31e97-7a72-4fe1-b2ea-b4f8aced9b89,STL46522173,2024-09-30,2024-09-30,settled,1052868.32,447,JSCC,2024-09-30,2024-09-30T09:36:00
a0654da3-76d0-4751-941e-dc920b2cea51,b98f2797-f709-4b53-935d-742a6a85c126,d6130323-790c-43e8-83ff-2ec92a350384,STL42238832,2024-05-30,2024-05-30,settled,355247.16,514,JSCC,2024-05-30,2024-05-30T16:41:00
e4be4965-a937-497a-bed6-fba851c090e5,4ddcbd6f-bd68-4357-8356-f5f95c9831e7,2c9606d2-84ae-42ea-a1e2-fbb66087774c,STL93400769,2024-11-25,,failed,101816.83,,DTC,,2024-11-25T15:45:00
c118fe1f-e3e4-4417-8e11-c93ecfc89151,61cd39cf-89ce-401b-8ebf-7199edad13de,655cd40a-da2d-4d73-8888-9bda2d7a2028,STL29386792,2024-01-05,2024-01-05,settled,80670.68,317,DTC,2024-01-05,2024-01-05T10:48:00
63d59429-ffc2-4439-8f99-d746ed31ab85,6b426eac-417c-4a59-b3e6-09ffca2b4572,9122468a-d483-444a-bc03-09912c4dfb99,STL72493934,2024-09-04,,failed,1108036280.44,,JSCC,,2024-09-04T08:37:00
d4c59edb-1b52-4392-8da7-1a7076778492,e49767d3-218a-4eaf-bbaf-59af9fedf0f5,df34ce82-1a40-4990-858a-ffdb8dd23ecd,STL62314659,2024-01-30,2024-01-30,settled,110242.1,483,DTC,2024-01-30,2024-01-30T12:55:00
bd7ed974-443f-44d0-b37e-18632b7ccdfa,372150df-3660-4ec3-9f07-740b61da81fe,933305aa-1267-41a7-8871-89fe0a483856,STL60089292,2024-05-27,2024-05-27,settled,408058.94,601,JSCC,2024-05-27,2024-05-27T09:31:00
7ae11525-ef88-4eb8-b3a2-d342c6c13f95,4ed9616c-7000-4575-a7ce-843e4ee1f098,3950eb03-118e-4abf-afe4-4c35100a3637,STL11877542,2024-06-10,2024-06-10,settled,409922.79,619,JSCC,2024-06-10,2024-06-10T12:53:00
22db7ab0-ff81-4a39-814b-f2dfc3568b76,78dbcc18-1794-4799-a756-76821c2cb03b,7b189a32-b132-4038-b2c9-ccfe4194e928,STL66266221,2024-09-26,2024-09-26,settled,100624001.28,204816,DTC,2024-09-26,2024-09-26T09:06:00
0c19e8d8-78b9-4394-866b-e94f20cc6b97,10b780cf-5de3-4f1c-b012-11d21e40c5e9,eb08319e-518e-4b80-9bcc-6273b41249ca,STL51000665,2024-09-17,2024-09-17,settled,41438918.78,275286,Euroclear,2024-09-17,2024-09-17T14:33:00
267d8714-ea35-4bfa-b65c-5dd556de72d3,5ecf9941-c01d-4b95-acf6-c7b4cb9056e1,1bdf36e1-1ab1-43d9-b460-aef29eb72467,STL73738810,2024-12-13,2024-12-13,settled,260696.66,797,DTC,2024-12-13,2024-12-13T08:09:00
2c131e7d-4cff-4478-824f-917ef8a898be,6dacaa94-47a4-48e1-82ec-9587ea5b9e41,20ad3ba1-1794-4ce7-8ec3-9694a020f6ff,STL17528345,2024-11-04,2024-11-04,settled,2077.48,14,Euroclear,2024-11-04,2024-11-04T10:49:00
538d4a5c-e052-456e-9c6c-a01fe1768a81,2bfcf468-8650-4226-baf4-86fa654729c0,331b8f8b-3afb-4315-b512-8a330f653314,STL89800065,2024-04-19,,failed,1464878.55,,JSCC,,2024-04-19T13:49:00
b748bf67-e2e8-41e6-84da-4e557393f0cd,9cc75d88-8cc8-4485-bb8d-9236d25e56f4,8d2bee2d-2513-4969-93f1-a83f3eb9c341,STL28192133,2024-01-09,2024-01-09,settled,103737.06,289,DTC,2024-01-09,2024-01-09T09:36:00
7f1750b2-4adc-43de-a95f-d69aca7e1aa1,255a0b87-6153-4ce0-aae1-5aaf203be59c,1bac047f-9675-47ee-9545-b61cb63b7b23,STL14184542,2024-03-29,2024-03-29,settled,30158.57,154,DTC,2024-03-29,2024-03-29T08:21:00
204b7b88-c01d-48a4-bac2-641da7cf6471,0cb172d4-923d-45a1-b357-de3bf7871d8e,ec60ec29-b66e-414c-9c10-76a00d4d9a0e,STL22855332,2024-07-16,2024-07-16,settled,113475697.87,256801,DTC,2024-07-16,2024-07-16T15:15:00
2d5eb55d-933d-4b84-9d3c-64928c83a670,03103410-994b-49bc-8da5-9ed1a8da165c,db1a2ee3-6b3d-47bb-a329-4136fcc230c6,STL11654134,2024-12-11,2024-12-11,settled,1205272.8,329,JSCC,2024-12-11,2024-12-11T08:51:00
a6b1504d-c389-4fa4-b34f-def7391bbb3f,087f51d9-861b-4a1f-b925-4b2b29dfca96,23ce46a6-96f1-4f6f-a7d6-0f91d660d2fb,STL14644911,2024-08-28,2024-08-28,settled,72906.03,109,JSCC,2024-08-28,2024-08-28T18:28:00
91a867cc-1a6d-416b-8a7b-261f53e02579,3efdd4db-d438-487b-a7cd-6480964aac67,848ebfe9-f6a3-4376-8fd4-317bd92a576e,STL61093299,2024-08-21,2024-08-21,settled,195542.29,726,DTC,2024-08-21,2024-08-21T17:02:00
1592825c-22bd-4434-a6e3-d305da9de86a,69bf9d18-49dc-417c-8884-2e372eaf0e56,fdca0502-3709-491e-a321-9c36a3370b90,STL62324453,2024-09-19,2024-09-19,settled,6734743.13,796,JSCC,2024-09-19,2024-09-19T15:09:00
04cac148-db89-49d1-b6c3-a132320eba97,c5748362-3101-42d4-baa5-317c7fd13640,5ac400fe-23ee-47ea-85cb-e01862e3f55e,STL52441437,2024-05-03,2024-05-03,settled,201848.28,555,DTC,2024-05-03,2024-05-03T12:47:00
7f75b545-877d-458e-8c65-e1ed3202d97d,d4cedcd1-948a-4201-af00-5738a4f62aef,93b5c279-2c27-46fc-b061-47bb5c51727c,STL86434234,2024-10-18,2024-10-18,settled,152763372.48,436726,DTC,2024-10-18,2024-10-18T10:35:00
bf9ab3e1-fd8d-42d3-bfbf-82386b434df1,fc531c50-b3ea-44cb-adf8-7484a07cb0af,f091601a-5320-43f6-af2e-ba2111299c72,STL10844050,2024-10-15,2024-10-15,settled,24933.91,127,Euroclear,2024-10-15,2024-10-15T15:16:00
131fd448-e55f-44bb-8638-5c7210b04a58,db2fe225-3d6e-4fd8-a8f1-e3712cfeca0d,e52b7cde-c332-46a2-8e4b-f1dd94a4023a,STL29421271,2024-02-20,2024-02-20,settled,74035.72,345,DTC,2024-02-20,2024-02-20T11:48:00
1c34cb98-c41b-4f98-a507-93ab90b14dd0,64733f28-b13e-4493-9347-75914cf936da,ede3b852-b3c1-4bf2-b6f7-07e3b2946e75,STL27682464,2024-10-23,2024-10-23,settled,131501.89,473,DTC,2024-10-23,2024-10-23T10:23:00
d528e022-2818-4fcf-b0fc-532e59902766,58c3c651-6c11-4c49-a516-c166f7c70fe3,1f17a274-7a56-44ab-943c-22f96068b018,STL96965812,2024-02-16,,failed,241024.38,,DTC,,2024-02-16T14:00:00
d12a5068-bf05-461c-907b-635fdd56a56c,67a6d9bb-c1cf-4e3c-b15b-5e7b07cac1fc,8b856397-09d5-44aa-a7d4-696753be00c3,STL34304645,2024-12-27,,failed,104471.46,,DTC,,2024-12-27T11:58:00
f380f98c-f815-4c59-af74-7b481d485ea2,e531d6df-823f-48fa-93ad-9cb72c9f83de,37cb616f-94bb-46d1-aeca-5fa2c75d92ce,STL99163380,2024-04-19,2024-04-19,settled,74994.07,650,DTC,2024-04-19,2024-04-19T08:37:00
7131d63f-cc46-4b75-9144-5789c7db6800,a1794932-9bd6-45ef-9351-01523c44d606,edee0aa7-deab-42a5-aeed-14028e425e76,STL73680989,2024-03-06,2024-03-06,settled,55257.8,167,DTC,2024-03-06,2024-03-06T10:24:00
4a26a4ab-c722-44a2-8a01-aa79445c6aad,e808c570-1e5a-48c4-be0d-678a0fc88d4f,ff304796-0f2d-4360-9dd3-7eacef67ebee,STL96107758,2024-08-02,2024-08-02,settled,4367.12,149,Euroclear,2024-08-02,2024-08-02T18:22:00
293adce3-1d3a-4f35-9f1a-afb172829167,3ce8810d-d7ec-4d05-8a51-34a5c95d31f9,1fe22c93-2dd2-4113-9e55-cf4f24c860f8,STL64891734,2024-04-30,2024-04-30,settled,3434332.18,575,JSCC,2024-04-30,2024-04-30T09:41:00
8e330eee-33aa-4e26-9e7c-e5c815197438,7b89e521-3ed3-48ce-903a-be13aa5c69e4,52d4f61f-70ac-4c3d-8986-9acc35fe7ee6,STL13235511,2024-01-22,2024-01-22,settled,13719.3,430,Clearstream,2024-01-22,2024-01-22T18:08:00
7bca856c-196a-40c8-a1a1-d0ef39e49f6c,25434a74-8f35-40da-8da1-894efad41206,5e0a21d8-fe6a-404a-ba10-83d1ef3b8a81,STL88429608,2024-05-27,2024-05-27,settled,2949155.97,757,JSCC,2024-05-27,2024-05-27T16:22:00
42579be8-5450-4b5d-a22e-c627a1ee10e5,6bf1fcea-4fc4-4418-880d-19e88d0a62d4,0b47f1c1-b621-4dfe-bd85-f198221c530d,STL14973489,2024-06-25,,failed,102801.28,,DTC,,2024-06-25T10:06:00
486f335c-91cd-4ad8-9b72-520d2726aaa7,ef137273-b37d-4b80-acd8-059b06c943dc,91d5d486-ff47-4d4e-bd7b-a0f036414550,STL99578903,2024-05-30,,failed,3326442.47,,JSCC,,2024-05-30T09:20:00
54e7aed6-4b4b-4796-8043-002a9c7ee2d8,7efe6bc3-5aa8-4351-8348-4668a69bf032,b4bad9fa-2259-4d3f-a6d8-f974ec6226e0,STL22202914,2024-12-04,2024-12-04,settled,20310.89,654,Clearstream,2024-12-04,2024-12-04T10:51:00
56e002f7-723e-4b89-bfe6-d6f26dc155ca,c55c530e-07d1-498c-83dd-167994f918b7,dea14c00-8fa1-4465-ae4d-d1a48d465632,STL48323962,2024-11-13,2024-11-13,settled,7950200.29,881,JSCC,2024-11-13,2024-11-13T17:51:00
939e95b4-5529-4df9-892f-ca924d3a4192,99e04b8f-da7a-4ec7-9292-5c1555068f0b,53ad00c7-c632-4626-9609-2140a509c5a0,STL67439802,2024-05-15,2024-05-15,settled,2229031.19,684,JSCC,2024-05-15,2024-05-15T16:43:00
d2a4bf3e-f4b2-45a2-9d01-167ccb749a2b,cb3e20a8-e390-41c4-b327-ed952d77b56e,c65dd806-1d8a-4bb2-9d1a-35977c0643c1,STL17890314,2024-09-11,2024-09-11,settled,181175.48,619,DTC,2024-09-11,2024-09-11T08:32:00
0a47b129-0ab6-4858-8154-952ee8723ea2,ae28b133-3f90-48bb-8802-aa14d7944cc8,64f3cfbc-4878-43ac-b1d2-592148e421ae,STL78608323,2024-05-16,2024-05-16,settled,263314.8,601,DTC,2024-05-16,2024-05-16T11:28:00
0fd4b4fa-24ae-43ae-8d77-6a1e05bbd1b9,4ff89c53-3253-4546-85b9-dead516f52cd,f60fd797-9c1a-442c-ba9f-94d05987540b,STL85773305,2024-04-30,2024-04-30,settled,365970.37,774,DTC,2024-04-30,2024-04-30T09:36:00
28d89f20-ee5b-45df-b3db-2e3e45fdc600,397e3ac9-3e71-4bb5-931d-d85f68d44518,792e9bee-0cab-4230-a24d-ce615b72edc0,STL49134657,2024-12-16,,failed,71911.11,,DTC,,2024-12-16T17:54:00
a5084775-e00a-4252-bfe5-b1f4ddd27376,8e985583-6059-43c4-9101-7a48beace617,62afdb33-d7ad-40fb-bc69-ed6e0a7dd051,STL16758118,2024-06-24,2024-06-24,settled,607128.33,635,JSCC,2024-06-24,2024-06-24T14:36:00
d38165b0-4b5e-42d5-a0f5-50bdd4622690,84ede0fa-70c9-4de1-b9f9-78759552a6d1,a35ca995-28cd-4995-b1fd-67fb2010a337,STL37058295,2024-06-25,2024-06-25,settled,2941337.19,761,JSCC,2024-06-25,2024-06-25T14:38:00
177f693c-9fb5-4ec7-85af-7f953200d604,b4ab3605-a0a4-4ec1-bea7-634ef45f33c0,3ca0d340-8920-4de2-8636-f01bd6dc1b2b,STL53759724,2024-08-20,2024-08-20,settled,33610805.71,225612,Clearstream,2024-08-20,2024-08-20T11:17:00
fb8b6874-35fd-400b-82a4-6150d2861f2a,fc062e04-7ff2-4f33-9d62-3fe6cc0b1925,e576710b-e011-4a3d-8e5e-ea27d07bc84b,STL15244248,2024-11-25,2024-11-25,settled,91162795.61,321499,DTC,2024-11-25,2024-11-25T16:10:00
9b809ca6-668a-4b17-a017-d308cfdd58c3,367abe07-0b76-405e-af32-5f0512e61b38,635eebd5-efe6-410e-9911-8272e12a2c4a,STL87052284,2024-12-05,,failed,179804.19,,DTC,,2024-12-05T16:26:00
3e24f063-87d3-403e-a526-202161202bb6,fd488073-48b2-443c-8f3f-1cb5e789d7e8,364ab3ac-d50d-49d6-add9-630d30916738,STL11305716,2024-04-02,2024-04-02,settled,138818.12,513,DTC,2024-04-02,2024-04-02T10:04:00
c17d0c40-b44a-4410-b75f-a7a66b32daa7,48974868-ffce-4e91-abef-897d8345ead7,782f2695-3661-4271-bafb-98e6b155dded,STL29915816,2024-02-07,2024-02-07,settled,262622.4,742,DTC,2024-02-07,2024-02-07T08:22:00
7973f236-fea3-4afc-9199-0c3ebc6f9499,86538d11-4993-4329-907e-db5624fd73ee,003a6f96-2cbb-460f-b49c-bde289236d36,STL39233159,2024-06-19,2024-06-19,partial,5982511.71,402,JSCC,2024-06-19,2024-06-19T08:03:00
e73ad84e-4bc1-43ce-bc56-0d8a365e604b,65963237-c1a4-4d29-a94c-a0899f004209,f54f2ac8-26b6-4449-93c8-d5cc9e85a90c,STL83624294,2024-12-20,,failed,4797171.62,,JSCC,,2024-12-20T16:24:00
d9c01522-8dfa-417c-bc0d-f5853f51e673,f0e72018-d8e4-4293-8f51-164b8a9b7152,11ab5724-7e10-451c-b01a-261a6b77976a,STL64130831,2024-02-20,2024-02-20,settled,2012.1,66,DTC,2024-02-20,2024-02-20T15:15:00
4fc7fbb8-7d22-4239-9794-bf0ac6b9e786,3f5223f1-6256-4908-9787-afbc57ec23c6,0a331429-a44e-46cc-a715-38f4571b6409,STL79939821,2024-12-05,,pending,4814.97,,DTC,,2024-12-05T17:49:00
02f15e29-5af4-4260-af46-cf5e690297a8,6ccd7b5d-daf1-4340-9053-6b361986fb3d,35ff276f-ccc0-4f7a-9431-29d1954a5fa4,STL25986801,2024-03-14,2024-03-14,settled,9688.88,96,Clearstream,2024-03-14,2024-03-14T14:51:00
436f51d0-ce8d-4d91-bd8b-7da296e556b1,4228f0d0-91e8-48d7-9cc2-644e1bbb7ad0,3f0b365d-5a8c-4247-ad4d-510327b5f579,STL87798642,2024-10-01,,failed,262694.12,,DTC,,2024-10-01T09:24:00
879fa4d6-2f40-42ac-86b9-641f9bb0b2c6,444ff0f1-d631-44b7-b749-3bf18c554c60,25ffe312-4a8f-463c-9dd6-6845d8eda0b3,STL41554178,2024-04-19,2024-04-19,settled,230336.26,816,DTC,2024-04-19,2024-04-19T10:43:00
d0504616-5d0b-4161-9c97-d5e909d7047b,ac85ba7f-9478-45d3-864e-5e8b08cf3c9a,93b7afab-b81a-4690-aa00-b40042f8521c,STL88110995,2024-01-11,2024-01-11,settled,10881.91,47,DTC,2024-01-11,2024-01-11T18:34:00
17ee41c8-bd39-4993-9ad7-fda717b245fe,03cbe28a-667f-4f3b-97d2-297fd9db8d81,0534b326-c560-4c8e-a193-252b08b5b7e8,STL92916480,2024-02-21,2024-02-21,settled,31841.81,186,Euroclear,2024-02-21,2024-02-21T08:24:00
fcbfcbf6-cf2c-40e0-aa52-0c555fab480b,f4a95394-ee53-409d-bc9f-3b6eb162ebdc,a1951350-4bb3-4424-94df-7a1308533a25,STL55209685,2024-12-16,,failed,30064.08,,DTC,,2024-12-16T12:34:00
